,text,Filename,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,label,Trust,error,Pid1,Pid2,ER_Pid,ER_language,ER_gender,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,reading_ease,fernandez_huertta,syble,gunning,inse,automated,freq_complex_word,difficult,dale,coleman,smog,kincaid,flesch,freq_long_word,Polysyllable_count,sent_count,i,Pronoun,Ipron,Article,Conj,Adj,Interrog,Drives,Bio,Health,nonflu,Affiliation,Achieve,Focuspresent,Relativ,Space,prob_rf_f,prob_rf_t,prob_gau_f,prob_gau_t
2996,hehe jimmy fallon,p332p333-part2_ch1_202.218780_203.675050_q9_F_T,1.456281179,90.47482822,182.8776258,122.9777067,28.99887669,106.9071859,261.9399453,0.422535211,40.5937562,79.47770869,70.17035085,9.242947018,66.6224347,0.047087265,0.120112515,8.005540645,2.06004173,3,0,TRUE,1,332,333,333,English,Male,-0.3891,-0.01,-0.765,-0.1406,-0.3667,-0.2508,-0.4196,-0.6082,0.7464,0.9135,0.7819,-0.2932,0.7552,1.3289,0.4654,-0.9124,-0.9571,3,59.97,101.8,5,1.2,0.5,3.6,14.31,2,14.31,3.43,0,5.6,59.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.84,0.49,0.51
2997,oh it's question number seven,p312p313-part1_ch2_167.591760_169.396820_q7_T_T,1.805056689,86.48216852,596.7073377,196.067987,82.47653471,208.9412798,1074.287479,0.463276836,28.93940575,84.13775688,76.31256464,11.10467194,70.94973848,0.02696688,0.075952573,10.44867207,2.769996106,5,0,TRUE,1,312,313,312,English,Female,-0.2363,-0.6341,1.2727,-0.1091,0.8403,0.1625,1.0183,-0.6221,-0.4084,1.3885,1.5206,0.2615,1.0902,0.3515,-0.187,-0.907,-0.4418,5,66.4,105.8,8,2,1.5,8.4,0.25,0,0.25,6.12,0,5.2,66.4,0.111111111,0,1,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0,0.18,0.82,0.44,0.56
2998,um why,p450p451-part2_ch1_632.529370_633.627416_q15_F_F,1.098049887,110.1052576,131.8157377,121.3170974,6.567456221,122.0418627,72.47811656,0.764150943,38.04973649,79.72524516,72.49021544,11.71121838,65.99726453,0.011907198,0.076007814,17.19939658,1.821410871,2,1,FALSE,1,450,451,451,English,Male,-0.4965,0.4479,-1.0615,-0.1726,-0.9882,0.0271,-0.8214,1.0714,0.5148,0.9426,1.0774,0.3138,0.6977,-1.465,-0.7457,1.2523,-1.1196,2,120.21,144.8,2,0.8,0,-8.8,0.1,0,0.1,-16.11,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.47,0.53,0.64,0.36
2999,whered they want to move to,p308p309-part2_ch1_1244.017950_1245.097780_q2_F_T,1.07984127,76.19925984,248.2556154,155.7991113,36.69509418,160.6998102,348.0334484,0.721153846,25.91144055,65.77620793,58.96819841,7.964773567,56.07380528,0.019794372,0.069125962,13.63778051,5.556372189,6,0,TRUE,1,308,309,309,English,Female,-0.4538,-0.8739,-0.7508,-0.8866,-0.4282,-0.7231,-0.522,0.6457,-0.6841,-0.7674,-0.6889,-0.5106,-0.2794,-0.2182,-0.3745,-0.1561,1.455,6,116.15,140.7,6,2.4,2,-1.2,0.3,0,0.3,0.45,0,-1.5,116.15,0,0,1,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0.12,0.88,0.43,0.57
3000,what were some of the classes you took,p234p235-part2_ch1_26.699260_28.209260_q21_F_F,1.51,147.3652544,580.0872471,183.7447039,60.15924337,175.2068599,968.7824118,0.621621622,44.65886461,76.48306265,70.95351122,7.062085531,68.92577572,0.021017635,0.042814817,15.48540859,5.298013245,8,1,FALSE,1,234,235,235,English,Female,-0.3248,0.7859,1.1761,-0.3471,0.222,-0.4568,0.7946,0.1564,1.023,0.4897,0.8379,-0.7326,0.9038,-0.121,-1.0969,0.279,1.2791,8,105.66,132.7,9,3.2,3,0.8,6.01,1,6.01,2.86,0,0.5,105.66,0.125,0,1,0,0.25,0.125,0.125,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.79,0.21,0.50,0.50
3001,um do you live in like a what do you call it the dorms or something,p464p465-part1_ch2_573.059650_578.219650_q20_F_F,5.16,67.44455125,219.9385804,140.3010314,17.53706423,137.1337033,181.1860203,0.479532164,13.23793677,71.35878549,56.82654285,13.76882395,50.77020834,0.021509387,0.0838475,16.31365321,3.100775194,16,1,FALSE,1,464,465,464,English,Male,0.7215,-0.5471,-0.5498,0.1939,-0.6843,0.3041,-0.5908,-0.3279,-1.7446,-0.0397,-0.9179,0.8198,-0.7042,-0.7024,-0.5304,1.0438,-0.2487,16,97.54,124.5,17,6.4,7,1.9,0.79,0,0.79,1.27,0,3.6,97.54,0.0625,0,1,0,0.3125,0.1875,0.125,0.0625,0,0.0625,0,0.0625,0.0625,0.0625,0,0,0.1875,0.0625,0.0625,0.7,0.3,0.43,0.57
3002,um what is the most you have ever spent on a pair of shoes,p488p489-part1_ch2_457.447220_460.557220_q22_F_T,3.11,88.38579753,493.8789936,221.0341988,66.5471916,221.3666699,518.9541164,0.62987013,45.2621714,80.16698786,71.08236972,8.798273983,68.77288012,0.020170062,0.06398622,15.19940269,4.501607717,14,0,TRUE,1,488,489,488,English,Female,0.155,-0.5897,0.6755,0.3729,0.3989,0.3907,-0.1595,0.1969,1.0779,0.9223,0.8543,-0.3056,0.8897,-0.1883,-0.5156,0.2116,0.737,14,99.57,126.6,15,5.6,6,0.7,0.69,0,0.69,0.75,0,2.9,99.57,0,0,1,0,0.142857143,0.071428571,0.142857143,0,0.071428571,0.071428571,0,0.071428571,0,0.071428571,0,0,0.142857143,0.142857143,0.071428571,0.14,0.86,0.51,0.49
3003,um have you ever stayed overnight in a hospital as a patient,p316p317-part1_ch2_247.216320_251.476320_q5_F_T,4.26,98.67017617,599.0259628,248.8466252,69.39750938,242.1100527,907.7499304,0.620853081,33.38104023,78.52607446,68.25194484,9.386737134,66.64470252,0.022958689,0.07573877,13.43153644,2.816901408,12,0,TRUE,1,316,317,316,English,Female,0.4998,-0.3498,1.2861,0.9098,0.4779,0.7715,0.6651,0.1526,-0.004,0.7296,0.4937,-0.1609,0.6938,0.0331,-0.1929,-0.2046,-0.4098,12,84.68,116.6,16,4.8,6,3.8,5.55,1,5.55,5.5,0,4.4,84.68,0.25,1,1,0,0.083333333,0,0.166666667,0.083333333,0.083333333,0,0,0.083333333,0.083333333,0.083333333,0,0,0.083333333,0.25,0.166666667,0.13,0.87,0.41,0.59
3004,how many years did you live in your first home,p284p285-part2_ch1_610.840030_613.310030_q2_F_T,2.47,101.5174095,258.3955176,218.4850629,25.83533341,220.2016041,272.6459816,0.725409836,38.55842383,68.98117066,63.01729066,7.60691498,63.1172371,0.014580749,0.04698585,17.93260412,4.048582996,10,0,TRUE,1,284,285,285,English,Female,-0.0369,-0.2834,-0.6919,0.3237,-0.7291,0.3693,-0.6819,0.6666,0.4675,-0.3911,-0.1731,-0.5986,0.369,-0.6322,-0.9824,0.8552,0.4286,10,112.09,136.7,10,4,4,1,0.5,0,0.5,2.7,0,0.1,112.09,0,0,1,0,0.2,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.3,0.1,0.14,0.86,0.56,0.44
3005,um what was the last movie that you saw that you really hated,p556p557-part2_ch1_530.898084_533.608084_q22_F_F,2.71,75.35737137,504.8988812,198.2221377,64.47836169,210.7466384,1066.776628,0.746268657,36.22029193,74.62261771,66.4955344,7.049928112,62.18078021,0.024219317,0.070345153,12.49730523,4.79704797,13,1,FALSE,1,556,557,557,English,Female,0.035,-0.8936,0.7395,-0.0676,0.3416,0.1957,1.0024,0.7692,0.2546,0.2713,0.27,-0.7356,0.2828,0.1333,-0.341,-0.4246,0.9381,13,92.12,121.6,16,5.2,6.5,2.8,5.5,1,5.5,3.7,0,3.6,92.12,0,1,1,0,0.384615385,0.230769231,0.076923077,0,0,0.076923077,0,0,0,0.076923077,0,0,0,0.076923077,0,0.41,0.59,0.39,0.61
3006,okay yeah,p540p541-part2_ch1_967.286327_968.258088_q11_T_T,0.971768707,82.27720657,398.7139342,112.4239872,47.94172664,106.9624029,981.667939,0.436170213,33.79620707,69.4517984,60.72739237,6.388466162,56.81555459,0.060072493,0.113547712,6.534233185,2.058102905,2,0,TRUE,1,540,541,541,English,Male,-0.5344,-0.2012,0.4884,-0.3443,0.1581,-0.2498,1.1069,-0.5411,0.1275,-0.2636,-0.421,-0.9951,-0.1477,2.3601,0.2851,-1.2589,-0.9584,2,120.21,144.8,2,0.8,0,-1.7,0.1,0,0.1,-7.41,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.79,0.56,0.44
3007,alright uh did you ever cheat on a test in high school yeah,p434p435-part1_ch2_180.262830_187.599410_q23_F_F,7.336575964,81.90389779,570.5346192,126.7179612,105.8445471,99.3471212,1101.337748,0.152054795,17.86644853,71.32653791,56.98748589,15.67596324,28.6124792,0.038922498,0.143069545,10.69878543,1.77194376,13,1,FALSE,1,434,435,434,English,Male,1.3742,-0.2099,1.4861,-0.0683,1.7625,-0.3896,1.3608,-1.938,-1.3231,-0.0435,-0.8974,1.2887,-2.7442,0.6805,1.0958,-0.2783,-1.1532,13,92.12,121.6,15,5.2,5.5,2.1,5.5,1,5.5,2.83,0,3.6,92.12,0.076923077,0,1,0,0.076923077,0,0.076923077,0,0.076923077,0,0.153846154,0,0,0.076923077,0,0.076923077,0,0.307692308,0.230769231,0.76,0.24,0.16,0.84
3008,for doing what,p358p359-part1_ch2_406.753640_407.713410_q13_F_F,0.959773243,150.3753098,541.6710023,211.5260048,79.51511969,188.7102185,1180.537071,0.684782609,42.60152537,79.32635167,74.11134211,9.129260093,70.58967151,0.028826807,0.085950975,13.05160775,3.125738317,3,1,FALSE,1,358,359,358,English,Female,-0.4898,0.8561,0.9531,0.1893,0.7583,-0.2089,1.2437,0.4669,0.8356,0.8236,1.2401,-0.2242,1.057,0.4992,0.0875,-0.2941,-0.1996,3,93.81,125.8,4,1.2,0.5,-1.2,9.05,1,9.05,-2.38,0,0.9,93.81,0,0,1,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.52,0.48,0.49,0.51
3009,and who do you love more your mother or your father,p548p549-part1_ch2_644.573483_648.149962_q8_T_F,3.576485261,76.22943912,599.2348919,206.3344795,59.45610402,216.5340842,788.8723268,0.607344633,23.06644674,73.40572173,65.49117789,15.85879282,62.07013551,0.015879114,0.04770698,18.89429591,3.075645277,11,1,FALSE,1,548,549,548,English,Female,0.2949,-0.8732,1.2873,0.0891,0.2025,0.3019,0.413,0.0862,-0.9432,0.1284,0.142,1.4306,0.2726,-0.5291,-0.9626,1.0816,-0.2337,11,94.15,123.6,13,4.4,4.5,1.6,0.55,0,0.55,3.17,0,2.9,94.15,0,0,1,0,0.363636364,0.090909091,0,0.181818182,0.090909091,0.090909091,0.090909091,0.090909091,0,0,0.090909091,0,0.090909091,0,0,0.82,0.18,0.45,0.55
3010,and where was that,p486p487-part1_ch2_489.128470_489.782380_q2_F_T,0.653900227,98.19091943,184.145445,137.9920682,15.64813423,135.8539098,389.8831314,0.870967742,46.7802843,71.62087179,65.70285636,4.637056711,64.30008047,0.019298825,0.106622161,12.02919258,6.117141173,4,0,TRUE,1,486,487,486,English,Male,-0.6297,0.17,-0.7576,0.1493,-0.7366,0.2806,-0.1482,1.5965,1.3098,-0.009,0.2128,-1.4257,0.5414,-0.878,0.095,0.035,1.8047,4,118.18,142.8,4,1.6,1,-1.9,0.2,0,0.2,-1.46,0,-2.3,118.18,0,0,1,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.46,0.54,0.56,0.44
3011,oh i'm sorry,p338p339-part1_ch2_696.996750_697.924840_q22_F_T,0.928095238,207.9231981,596.4031138,255.4607194,85.38643525,230.3307618,1171.870937,0.752808989,33.57152047,67.71853462,58.63029049,9.195155267,50.09354059,0.024117598,0.055845152,19.98652923,3.232426886,3,0,TRUE,1,338,339,338,English,Female,-0.4993,2.1983,1.2709,1.0375,0.9209,0.5552,1.2253,0.8013,0.0134,-0.5393,-0.732,-0.208,-0.83,0.1252,-0.7391,1.3388,-0.127,3,93.81,125.8,4,1.2,0.5,2.1,0.15,0,0.15,-8.18,0,0.9,93.81,0,0,1,0.14285714,0.142857143,0,0,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,0,0,0.44,0.56,0.38,0.62
3012,so is no,p346p347-part1_ch2_354.458700_355.368700_q18_F_F,0.91,87.33242927,247.8794833,144.3748564,51.7375843,116.9139738,447.3654966,0.727272727,24.64954877,68.63175975,63.10901851,10.91282251,62.30316817,0.020032452,0.06620177,18.11191102,3.296703297,3,1,FALSE,1,346,347,346,English,Female,-0.5047,-0.6143,-0.753,-1.1072,-0.0114,-1.527,-0.3113,0.6758,-0.7991,-0.4321,-0.1614,0.2143,0.2941,-0.1992,-0.4547,0.8974,-0.0832,3,119.19,143.8,3,1.2,0.5,-10.6,0.15,0,0.15,-13.98,0,-2.7,119.19,0,0,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0.82,0.18,0.54,0.46
3013,okay,p496p497-part2_ch1_197.297290_197.749330_q4_T_T,0.452040816,181.9597568,252.2569543,210.9801102,20.28907077,205.295367,327.2878226,0.452380952,39.62168574,73.94135126,65.73132365,9.361131782,62.53392552,0.043260942,0.203551382,10.81387814,2.212189616,1,0,TRUE,1,496,497,497,English,Female,-0.642,1.5928,-0.7275,0.1788,-0.8827,0.0956,-0.566,-0.6757,0.5643,0.1913,0.1726,-0.1672,0.3153,1.6455,3.3167,-0.821,-0.8215,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.83,0.56,0.44
3014,why,p348p349-part1_ch2_195.290420_195.990420_q15_F_T,0.7,71.10711618,583.945019,250.9524163,142.5762861,243.6694196,1441.376271,0.447761194,40.34003555,65.69931232,58.33759361,8.050610776,48.65583419,0.050447804,0.167972817,6.815617533,1.428571429,1,0,TRUE,1,348,349,348,English,Female,-0.5677,-0.9927,1.1985,0.9505,2.5055,0.8001,1.7969,-0.6984,0.6297,-0.7764,-0.7692,-0.4895,-0.9624,2.2163,2.3398,-1.7624,-1.3549,1,121.22,145.8,1,0.4,-0.5,-6.9,0.05,0,0.05,-28.01,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,0.84,0.41,0.59
3015,did you play tennis in high school,p318p319-part2_ch1_647.377590_648.557590_q19_F_T,1.18,164.9041775,240.0170071,193.8221538,22.04206542,185.7812546,340.6295241,0.657894737,40.57485091,80.50962528,69.69921712,7.724215565,66.4036774,0.021879154,0.11242911,15.11384933,5.93220339,7,0,TRUE,1,318,319,319,English,Female,-0.4238,1.195,-0.7986,-0.1525,-0.8342,-0.2627,-0.5377,0.3347,0.6511,0.9625,0.6781,-0.5697,0.6716,-0.0526,0.8146,0.1915,1.7109,7,106.67,133.7,8,2.8,2.5,0.9,0.35,0,0.35,3.26,0,0.1,106.67,0,0,1,0,0.142857143,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0.285714286,0.285714286,0.15,0.85,0.48,0.52
3016,so like you never like had a kindle or anything like that um have you ever gotten in trouble with the police,p328p329-part2_ch1_572.996980_583.677960_q11_T_F,10.68097506,173.3211216,579.5211404,207.7287482,40.64462638,199.6529724,303.1252524,0.466666667,22.23028345,75.61833638,63.5332778,16.26485353,56.28224922,0.013009972,0.05500212,18.79106883,2.059737045,22,1,FALSE,1,328,329,329,English,Female,2.4252,1.3913,1.1729,0.116,-0.3187,-0.008,-0.6172,-0.6055,-1.0194,0.3882,-0.1074,1.5304,-0.2602,-0.757,-0.7623,1.0573,-0.9253,22,74.53,106.4,29,8.8,11,8.2,6.16,2,6.16,5.63,0,8.3,74.53,0.090909091,0,1,0,0.181818182,0.090909091,0.090909091,0.090909091,0,0,0.136363636,0,0,0.045454545,0,0,0.045454545,0.136363636,0.045454545,0.66,0.34,0.32,0.68
3017,and what and like what bone was this,p350p351-part2_ch1_367.093670_369.089850_q6_T_F,1.996190476,89.65775921,603.4169054,245.9226104,165.5766779,217.4409737,824.8136917,0.459183673,19.58272797,74.74462697,65.54831106,16.39217227,55.73120333,0.028239669,0.082467211,13.95582785,4.007633588,8,1,FALSE,1,350,351,351,English,Female,-0.179,-0.56,1.3116,0.8534,3.1428,0.3186,0.4892,-0.6422,-1.2604,0.2856,0.1493,1.5617,-0.311,0.4526,-0.0081,-0.0812,0.4007,8,114.12,138.7,8,3.2,3,-0.4,0.4,0,0.4,1.41,0,-0.8,114.12,0,0,1,0,0.375,0.375,0,0.25,0,0.25,0,0.125,0,0,0,0,0,0,0,0.8,0.2,0.32,0.68
3018,and and if you have attended or i guess what's your major right now or intended major,p330p331-part2_ch1_259.877380_269.377380_q24_F_F,9.5,71.27207747,599.7317236,185.7652236,91.95717672,213.577919,510.4211488,0.29250264,18.64671,78.02053711,62.23283473,16.09587913,50.42864248,0.020971912,0.06929014,13.05447475,1.789473684,17,1,FALSE,1,330,331,331,English,Female,2.0711,-0.9889,1.2902,-0.3081,1.103,0.2477,-0.1776,-1.4617,-1.3457,0.6703,-0.273,1.4889,-0.7991,-0.1246,-0.3699,-0.2934,-1.1092,17,71.14,105.5,23,11.51,10.5,7.3,6.34,2,6.34,5.62,0,7.6,71.14,0.095238095,2,1,0.04761905,0.19047619,0.047619048,0,0.238095238,0,0.047619048,0,0,0,0,0,0,0.19047619,0.142857143,0.047619048,0.84,0.16,0.12,0.88
3019,what movie,p282p283-part1_ch2_331.932220_332.521140_q17_F_T,0.588911565,203.5458697,314.2826734,252.0774566,38.3694794,235.1904043,388.6371606,0.963636364,60.40135447,77.3817981,72.72896457,4.981506735,71.61558124,0.021973901,0.070998459,19.91854202,3.396095645,2,0,TRUE,1,282,283,282,English,Female,-0.601,2.0962,-0.3674,0.9722,-0.3818,0.6444,-0.4359,1.8378,2.4565,0.5953,1.064,-1.2442,1.1515,-0.0451,-0.323,1.3228,-0.0156,2,120.21,144.8,2,0.8,0,0.8,0.1,0,0.1,-4.51,0,-3.1,120.21,0,0,1,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.22,0.78,0.59,0.41
3020,ok um what's your twitter handle,p550p551-part1_ch2_513.507880_515.687880_q9_T_F,2.18,101.1307231,271.0482029,204.1093852,43.97979358,216.7668189,417.2101514,0.711627907,29.21017944,67.92610255,60.06169469,9.210720665,56.97267291,0.020063784,0.064852273,14.39736449,2.752293578,6,1,FALSE,1,550,551,550,English,Female,-0.1239,-0.2925,-0.6184,0.0461,-0.2263,0.3062,-0.3753,0.5989,-0.3838,-0.515,-0.5496,-0.2042,-0.1967,-0.1968,-0.4918,0.0228,-0.4538,6,90.77,122.7,8,2.4,2,5.9,6.57,1,6.57,4.28,0,2.1,90.77,0.1,0,1,0,0.2,0.1,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0,0.72,0.28,0.46,0.54
3021,yes they are,p240p241-part2_ch1_1059.869010_1060.569350_q5_F_T,0.700340136,189.9822538,505.4967963,232.8361627,51.38054787,216.9035944,739.8373692,0.641791045,44.32303313,72.22968575,67.67094108,6.818595692,66.97855421,0.019123703,0.062008973,9.451493158,4.283632831,3,0,TRUE,1,240,241,241,English,Female,-0.5676,1.7799,0.743,0.6007,-0.0213,0.3087,0.309,0.2555,0.9924,-0.0097,0.4197,-0.7924,0.7245,-0.2714,-0.5699,-1.1417,0.5886,3,119.19,143.8,3,1.2,0.5,-4.3,0.15,0,0.15,-6.26,0,-2.7,119.19,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.44,0.56,0.55,0.45
3022,uh when,p434p435-part2_ch1_79.749330_80.961400_q18_F_F,1.212063492,82.62537398,122.0648282,97.30612652,8.979662024,95.66127532,229.3106587,0.644067797,44.89400347,70.73660219,64.71245261,6.945905743,62.23269235,0.030049431,0.079238406,14.45276232,1.650078575,2,1,FALSE,1,434,435,435,English,Male,-0.4623,-0.193,-1.1181,-0.6362,-0.9214,-0.4572,-0.4888,0.481,1.138,-0.1128,0.0866,-0.858,0.3511,-0.0242,-0.657,0.6056,-1.2362,2,120.21,144.8,2,0.8,0,-6.4,0.1,0,0.1,-13.21,0,-3.1,120.21,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0.78,0.22,0.59,0.41
3023,okay,p298p299-part1_ch2_273.820600_274.250600_q8_F_F,0.43,122.7875462,299.5376092,247.8458708,43.80336899,258.5489248,759.6162408,0.5,44.93204112,68.6257611,62.91852747,6.156583105,61.90425227,0.022045617,0.070427929,11.17952725,2.325581395,1,1,FALSE,1,298,299,298,English,Female,-0.6487,0.2127,-0.453,0.8905,-0.2312,1.0733,0.3509,-0.4416,1.0479,-0.4328,-0.1857,-0.9552,0.2574,-0.0394,-0.3387,-0.7349,-0.7443,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.09,0.62,0.38
3024,uh who was it,p488p489-part1_ch2_415.381350_416.338970_q23_T_F,0.957619048,182.0347607,245.6590473,199.5112683,13.42427218,197.1226515,300.1051935,0.869565217,48.27346585,70.48554618,65.95660866,5.006163577,65.80602945,0.01519879,0.050340863,18.2439761,4.177026355,4,1,FALSE,1,488,489,488,English,Female,-0.4904,1.5945,-0.7658,-0.0427,-1.0729,-0.0544,-0.6237,1.3753,1.3521,-0.2144,0.2013,-1.2381,0.6166,-0.5831,-0.8903,0.9285,0.5161,4,118.18,142.8,4,1.6,1,-7.8,0.2,0,0.2,-8.71,0,-2.3,118.18,0,0,1,0,0.5,0.5,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0.78,0.22,0.59,0.41
3025,really,p532p533-part2_ch1_321.396950_321.880860_q18_F_T,0.483900227,126.348556,350.3557533,195.2364081,72.30629925,154.3548824,559.7318726,0.955555556,55.75453357,75.67351068,70.89038989,4.37700751,70.09842437,0.016428038,0.06595274,15.41009041,2.066541706,1,0,TRUE,1,532,533,533,English,Male,-0.6807,0.8267,0.2076,1.2545,0.8332,0.6203,0.212,2.0124,2.127,0.4669,0.8736,-1.4897,1.0752,-1.106,-1.0218,0.831,-0.9527,1,-47.99,25.8,3,0.4,0.5,7.3,0.05,0,0.05,-10.61,0,20.2,-47.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.74,0.93,0.07
3026,um how often do you go ice skating,p228p229-part2_ch1_311.458370_315.119490_q18_T_T,3.661111111,75.20111097,563.7039472,113.7986757,113.964739,82.60964439,364.3458799,0.253443526,21.87438992,73.24309858,62.67588966,18.73157644,43.16877421,0.044022924,0.160660774,9.23597387,2.185128983,8,0,TRUE,1,228,229,229,English,Male,0.2721,-0.3662,1.4465,-0.3178,1.9875,-0.6969,-0.2024,-1.4395,-0.9581,0.1815,-0.1728,2.0401,-1.4041,1.0855,1.5788,-0.6227,-0.872,8,88.74,120.7,10,3.2,3,-1.6,6.01,1,6.01,-0.05,0,2.9,88.74,0.125,0,1,0,0.125,0,0,0.125,0,0.125,0,0,0,0.125,0,0,0.25,0.25,0,0.16,0.84,0.24,0.76
3027,mhm #,p238p239-part2_ch1_115.904010_116.220110_q1_F_T,0.316099773,203.1969508,256.6447378,220.7353053,15.13974675,216.6389037,528.3409309,0.964285714,61.61110838,73.75914102,71.45628181,2.834108725,71.77130797,0.013963531,0.044619901,23.41902044,6.327116212,2,0,TRUE,1,238,239,239,English,Female,-0.6828,2.0881,-0.7021,0.3671,-1.0254,0.3039,-0.1396,1.841,2.5666,0.1699,0.9019,-1.7722,1.1658,-0.6812,-1.0474,2.147,1.9797,1,36.62,85.8,2,0.4,0,-2.2,0.05,0,0.05,-28.01,0,8.4,36.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.83,0.64,0.36
3028,and what did you break,p240p241-part2_ch1_206.269580_207.269580_q6_F_F,1,218.1634819,279.2117593,245.9567045,17.957124,243.2622326,521.2426111,0.587628866,27.38140805,72.01539781,64.76414189,11.35554332,60.17939771,0.020250374,0.077775601,12.9722782,5,5,1,FALSE,1,240,241,241,English,Female,-0.4777,2.4372,-0.571,0.8541,-0.9474,0.7926,-0.1546,-0.0108,-0.5503,-0.0348,0.0494,0.3232,0.0986,-0.1819,-0.1369,-0.3128,1.0763,5,117.16,141.8,5,2,1.5,-2.1,0.25,0,0.25,-0.85,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.51,0.49,0.45,0.55
3029,he's als- oh what kind of doctor is he,p350p351-part2_ch1_258.740900_260.680900_q4_T_F,1.94,80.1994419,598.3821847,237.7378603,110.382055,229.2646981,2096.073308,0.465968586,35.4684945,71.94238851,63.16788927,7.617458335,59.36272195,0.038169763,0.10914354,9.792687727,4.639175258,9,1,FALSE,1,350,351,351,English,Female,-0.1959,-0.7806,1.2824,0.6954,1.6135,0.5357,3.1855,-0.6089,0.1861,-0.0434,-0.1539,-0.596,0.0234,1.2412,0.7244,-1.0614,0.8307,9,104.64,131.7,10,3.6,3.5,0.9,0.45,0,0.45,-1.03,0,0.9,104.64,0,0,1,0,0.214285714,0.071428571,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0,0,0.142857143,0,0,0.8,0.2,0.35,0.65
3030,what kind,p550p551-part1_ch2_541.768503_542.558503_q11_T_F,0.79,75.01794791,564.26396,207.6695346,130.2607672,221.4135383,1935.048818,0.421052632,26.14520562,67.53411243,57.4182841,10.0461905,48.52749554,0.036914885,0.145238742,7.328385342,2.53164557,2,1,FALSE,1,550,551,550,English,Female,-0.5407,-0.9015,1.0843,0.1148,2.1643,0.3915,2.844,-0.8297,-0.6629,-0.561,-0.8864,0.0012,-0.9742,1.1415,1.7155,-1.6416,-0.604,2,120.21,144.8,2,0.8,0,-1.7,0.1,0,0.1,-7.41,0,-3.1,120.21,0,0,1,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.72,0.28,0.33,0.67
3031,any reason for that or just don't really not really into twitter,p268p269-part2_ch1_356.467410_360.047410_q9_T_T,3.58,79.26985645,523.592208,106.5518276,58.84384807,95.29955345,374.7333459,0.594366197,10.45548234,54.87231161,49.0805386,14.18038131,47.39130485,0.023677491,0.087046219,13.45329606,3.351955307,12,0,TRUE,1,268,269,269,English,Male,0.2477,-0.2713,1.2135,-0.4577,0.4602,-0.4639,-0.1803,0.2366,-1.9979,-1.9755,-1.9047,0.921,-1.0153,-0.5303,-0.4426,0.3703,-0.0777,12,59.3,98.6,19,4.8,7,6.9,5.55,1,5.55,6.95,0,8,59.3,0.0625,2,1,0,0.0625,0.0625,0,0.0625,0,0,0.0625,0,0,0,0.0625,0,0.0625,0.0625,0.0625,0.09,0.91,0.15,0.85
